date,BTC,ETH,XRP,LTC,DASH,XEM,ETC,XMR,GNT,XLM,REP,DOGE,ZEC,GNO,STRAT,STEEM,FCT,DCR,PIVX,WAVES,LSK,ARDR
1500249600,1918.33,156.0177789,0.14765386,40.74540593,132.0877056,0.097201781,13.91942166,29.48854958,0.196034143,0.015480923,16.05344869,0.001285281,165.6286122,155.3881063,2.86964903,0.94765502,13.31604933,18.65144301,1.350753703,1.92989753,1.410586416,0.07278144
1500336000,2210,189.1752044,0.1710319,41.9909061,152.306349,0.1338818,15.04789,34.8435451,0.2526914,0.018564,18.1124528,0.0015249,179.0696921,184.7109823,3.8824838,1.1271,15.8415452,24.6695891,1.6673566,2.5143833,1.7781881,0.0923559
1500422400,2295.88,226.9706738,0.17678276,43.2888174,156.7091465,0.131094748,15.61255797,36.31873235,0.266827174,0.018665504,19.36971967,0.001836704,199.5808484,197.4414785,4.198154333,1.312325008,15.99305416,24.910298,1.697550713,2.824437494,1.7567385,0.09814887
1500508800,2247.999987,193.6398414,0.162215679,39.8785756,154.4695881,0.126584879,14.18487992,34.80740235,0.235365599,0.01712976,16.65898374,0.00166352,180.5375758,206.512766,3.863907337,1.125888313,14.54134527,23.04197738,1.803075829,2.594574145,1.61410895,0.098687199
1500595200,2850,226.575285,0.1909785,44.757084,191.596494,0.1540995,16.065222,41.043135,0.2821215,0.0190665,19.92606,0.001938,211.186026,229.425,5.4149715,1.3713915,16.074,26.7191205,2.1673395,3.273852,1.99215,0.1289625
1500681600,2678.97,217.4320098,0.184554243,45.6764385,186.7127698,0.143566002,15.98552115,40.61436395,0.275666013,0.019181425,20.48187761,0.001902069,203.0929836,223.054123,6.2875158,1.423363551,17.19416525,26.80022835,2.085738883,3.271638533,1.875814794,0.128778088
1500768000,2850.000011,234.5533764,0.197932501,47.02500017,198.9236167,0.179065501,16.81508556,44.80205717,0.331882501,0.023085,21.39386708,0.002109,218.8302683,236.5500009,6.801297025,1.795101007,21.72500858,30.22966511,2.362650009,3.904528514,2.368378509,0.168948001
1500854400,2748,228.9084,0.196482,44.93950044,193.2329022,0.16740816,16.07577252,42.75940212,0.306402,0.02195652,21.04346952,0.00203352,212.4833017,233.5796977,6.156894,1.60758,22.60584492,28.30695564,2.26690764,3.65775288,2.11596,0.14795232
1500940800,2771.899989,225.9376236,0.193145991,44.99766619,206.5062997,0.171220262,15.96614394,46.01353982,0.301721314,0.022757299,21.44169974,0.001995768,211.4252026,224.5238991,5.793326415,1.552153118,22.93203949,28.35725758,2.203660491,3.53239847,2.231324053,0.139592883
1501027200,2547,202.4865,0.17383275,41.90948415,193.1123939,0.15799041,14.57788185,40.63794534,0.24958053,0.01854216,18.08866665,0.00175743,183.9117893,200.327077,4.78695915,1.30403853,18.5508198,25.71657507,1.88016993,2.88493596,2.03754906,0.10992852
1501113600,2520.000012,202.194217,0.172972801,41.9328002,192.5826345,0.155937601,14.59097647,45.96480022,0.249706801,0.0189,18.18893169,0.001764,188.8464825,194.1276717,5.069635224,1.229583606,18.39600009,25.61650572,2.02305601,2.727320413,1.940425209,0.112467601
1501200000,2666.999989,203.2267326,0.172448219,41.92929366,193.1348847,0.171968159,14.50181244,45.38833931,0.247310909,0.01834896,17.92309336,0.00184023,186.6603422,207.464889,4.995317649,1.502134404,17.80811899,25.21024411,2.26614989,2.745623148,1.972593202,0.1154811
1501286400,2774,190.5166001,0.16097522,40.20064156,182.5112245,0.16410984,13.77604462,43.79763188,0.2287163,0.01689366,17.16942334,0.00171988,175.6975315,186.412911,4.58009592,1.39057846,17.57068244,23.0242,1.94057944,2.95935868,1.808648,0.10507912
1501372800,2730.001,207.2103519,0.170679663,41.32552664,185.7221591,0.171471363,14.36881426,43.9530707,0.248430091,0.017526606,17.70121728,0.001774501,184.1404785,196.3165559,5.255060825,1.378841605,18.5569907,30.50587747,1.996204031,2.907123465,1.893201093,0.10925464
1501459200,2746.999989,194.4298848,0.161111549,39.97376697,170.9365519,0.161963119,13.62009294,39.85570091,0.233440059,0.0159326,16.93805687,0.00170314,174.0253886,179.12209,4.834747451,1.285843225,17.09370189,26.37180423,1.939327052,2.737440429,1.806921653,0.10444094
1501545600,2858.250011,200.926401,0.163720561,41.98746399,178.6397682,0.165521258,13.74818255,39.82688423,0.232147066,0.016063365,16.29614094,0.001686368,171.8311022,188.6562481,4.971154166,1.27335038,16.06908156,28.89556423,1.920744007,2.74437733,1.900707674,0.107441618
1501632000,2738.979978,225.9674642,0.178006309,43.21496874,185.1249177,0.182196948,14.65340593,44.15241203,0.259107506,0.017995098,17.87644584,0.001780337,189.3911256,192.1090976,5.864320472,1.331281218,19.25286545,29.30708577,2.026708235,2.973272325,2.055768812,0.132374902
1501718400,2690.000011,216.5450009,0.170357701,41.69500017,181.8685874,0.220042001,14.41562936,43.40675478,0.249632001,0.0183727,17.15603997,0.0017754,188.4850728,197.930416,5.549577623,1.253378605,19.68620018,29.01178462,1.963162008,3.551633915,2.098630409,0.148649401
1501804800,2790.9,224.1092979,0.174291705,42.34827933,186.934482,0.229300344,15.32952061,43.48356163,0.289583784,0.018894393,17.48451405,0.001758267,189.1769143,199.4801078,6.00071409,1.27683675,18.81150327,28.7909244,2.030435568,3.827803077,2.0792205,0.145182618
1501891200,2863,220.1647573,0.17278205,42.92258271,186.4183759,0.22603385,14.847518,45.106565,0.29142477,0.0226177,17.28332977,0.00177506,186.3814432,199.8342507,6.63388593,1.29261587,18.74552113,28.644315,2.072812,3.66464,2.08563824,0.14091686
1501977600,3245.000009,252.5138942,0.182920651,45.93313738,191.2772719,0.229064551,15.57603249,48.38677924,0.305679001,0.02385075,18.958945,0.00204435,204.0545568,210.8697383,7.04979497,1.333078454,21.48190006,30.66521764,2.110450656,4.288170162,2.173436106,0.14151445
1502064000,3238,265.516,0.1810042,45.47887568,190.3697912,0.25246686,15.44526,47.9249904,0.3233143,0.02279552,18.92371388,0.00197518,207.8981537,210.4700324,6.80666456,1.39075338,20.47866624,30.76355802,1.946038,5.20417836,2.17405796,0.13641694
1502150400,3405,269.676,0.17913705,46.0356,196.8245268,0.28571355,15.2544,50.39403405,0.30825465,0.02223465,18.8703738,0.00194085,209.587965,207.7031273,7.67449545,1.32839265,21.12962535,30.6839532,1.9988712,5.61916935,2.1537987,0.15005835
1502236800,3410,295.8399719,0.1941313,48.830859,203.918,0.2753916,15.8942487,52.0360885,0.3036946,0.0236995,21.3125,0.0019778,245.5203069,208.3610254,7.80549,1.3742641,20.7669,31.3138595,1.9778,5.3367523,2.379157,0.13981
1502323200,3330,294.4091295,0.1831167,47.3862663,197.469,0.2793537,15.2415099,50.9653503,0.3012318,0.0230103,22.7106,0.0019314,240.6649275,216.5065767,7.4888037,1.3054266,20.646,29.3640732,1.9647,5.2283331,2.26107,0.1408257
1502409600,3420,297.1589094,0.1808838,46.73088,200.07,0.2950434,15.1949574,49.452516,0.2822184,0.0219222,22.5820548,0.0019152,232.8335316,218.835711,7.9959258,1.2306186,19.5936246,28.384803,2.1546,5.6323638,2.1819258,0.1375182
1502496000,3625.3,306.33785,0.177132158,46.693864,205.518257,0.292235433,14.95439875,50.53055524,0.336174069,0.021208005,22.27717848,0.00181265,235.0181569,205.1997744,7.551463647,1.13073107,19.09702906,26.54890572,2.07330907,5.528981283,2.201825955,0.139791568
1502582400,3869.5,309.1723535,0.17219275,46.05130645,204.3924073,0.27837183,14.60024262,49.14265,0.30956,0.0201214,22.75366607,0.00185736,222.1599905,201.7121207,6.794648525,1.470371305,19.84291209,26.273905,2.04425685,5.027912215,2.391312305,0.13759942
