,hodl,hourly,daily,weekly,monthly
BLT-EGC-TUSD-DTA-OMG,2855.276390488105,11321.626699581042,8079.915408667866,7364.235039999623,4474.3984672752895
HYDRO-DCT-TX-XNK-DTB,2548.481007994592,182654.81679372507,18312.223979261642,7015.778813760186,3481.359837048597
BRK-XMY-DMT-LRC-AMP,3172.672145315165,12749.863373648106,9686.173055467036,5454.8092900385245,3755.1635876661817
PTOY-LBC-USDS-WAX-RLC,2780.7813575187047,9622.04129492501,4641.550661561097,4153.666619711715,3827.8577711026533
LTC-BKX-EBST-BRX-XMY,2551.6134248441244,6782.918233818827,4886.144690884103,3992.5444497821527,2851.532402723469
TX-NXT-SLR-DASH-MUE,2744.6464097524586,8188.611141642683,5806.416154388915,4283.613339043471,3371.0237019223023
XNK-KMD-STEEM-POT-SWT,3032.278042065505,366086.1540114688,15651.472536596504,7214.645127913097,3716.7755213276473
ZCL-TKS-EDR-ION-MLN,2658.937144265048,9541.97751393314,6532.339359138787,5214.2837476540035,3587.4168325086034
ADT-LTC-BCHSV-TX-IOP,2790.823399866435,26721982957.461456,90164.50225041671,14153.485020131724,6295.183845316524
IHT-DYN-LRC-TRX-NXT,2666.159417164509,5856.523745816796,4578.704630818148,3894.065714171121,3418.7606288728443
OK-MEME-ZRX-BOXX-DNT,2740.960724831417,7627.548456875641,5831.716153026526,4932.255972187728,3450.7825535765
GO-LUN-RVR-BCHABC-MCO,2163.2617930099304,7713.987660091818,6574.4020735919075,6055.414583740952,3668.606524013069
BKX-ADA-MLN-GNO-RADS,2602.1285607322657,6540.5360130609115,4442.309998710654,3765.8497618401984,2873.608101614401
2GIVE-DGB-BURST-QWARK-FLO,3460.4743761798622,14685.553441441785,11757.442637712205,10557.01042639754,4532.901495812295
HYDRO-LRC-WAX-BCHABC-VTC,2272.172455420043,9616.04552370658,6253.594813076393,5674.035617759738,3668.5141751532033
EDG-POWR-FLDC-QRL-WAVES,3412.1735054202936,8514.578927132317,6954.147347017696,6346.816587801961,3728.326140397564
STEEM-DMT-CANN-DOGE-ADX,3015.5834002339507,8875.283087643176,7207.814275132033,5236.022729416356,3404.728108825204
KORE-SWT-VIA-XEL-PRO,2735.339274974131,47142.82516046414,9003.708684601064,5554.2280525425695,3591.6693863079445
MUE-BRK-MLN-GRS-VIA,2830.113155806301,8765.549200061741,6488.040906733584,4614.120748178462,3360.6774902008174
PART-TX-ADT-GTO-BITB,2781.638036011347,12416.134217743833,7650.233995101713,5902.540927859284,4192.087561779487
ARDR-HYDRO-ETC-POT-DASH,2837.4994576596973,3945.402488714573,3759.5221148873766,3556.094526029624,3012.914444898286
DTA-GRS-GAME-MONA-ADX,2639.440162415962,7906.837701730006,5632.022233120789,3784.877462126074,3009.8540425929723
WAX-NLC2-CURE-SNT-GRC,3126.8958535890424,11828.026095493617,7397.355138857902,6438.924528294352,4515.042336597766
THC-PAL-POWR-COVAL-MORE,2857.627523004001,13031.040963431922,5493.312614129326,5214.4551427151,3501.7884388000653
DCT-MONA-MANA-SNT-PAX,2453.7994390951435,6583.62978500501,5865.373415349868,5978.472509762553,3489.3536431871235
DMT-SALT-GNO-IHT-BURST,3232.030423038913,7973.457539094353,7514.459723793999,6181.136597649163,4034.1715559667073
NGC-MTL-LRC-BCHABC-SYNX,2363.235868521601,17717.188239405976,11336.504879602566,8887.015968218773,3371.468736938694
LBC-DASH-BSD-PIVX-MET,2532.081879528813,5954.565618782134,4304.004658845206,3473.537423356208,2728.8551397402866
BAT-GUP-SRN-OMG-PTOY,2348.663222518079,5388.512490507871,4393.321602156837,4909.788688010304,4894.773147239308
PTOY-VIB-DCR-FTC-QRL,2621.072398566001,7152.324783918588,5120.57395960846,4141.58651582468,3094.1083419634583
CLOAK-ENJ-VRM-IOP-BOXX,2552.064271965953,6510.116658765506,4901.50583144224,4451.394924880215,3420.1768647595177
WAX-BCPT-FTC-MCO-PAL,2757.569231653579,17603.621102728415,6677.123903039359,6423.354605104058,5347.822395065045
FLO-CURE-UBQ-GAME-QWARK,3677.038366583031,18939.181490454688,13674.886170960202,11885.03443465072,5362.306221324527
DOGE-PAY-SALT-FTC-OMG,2822.386040490368,4845.493765639303,4239.549688585974,3652.4574892824176,3286.740419975806
XCP-NGC-AMP-RCN-BSD,2847.070325034808,8647.606161167394,5342.401258602249,3903.3617599317877,3170.7455113949
STORJ-GLD-XMR-CANN-NGC,3125.8297791388454,10181.429558869775,7183.859240813651,8487.659516237094,4657.848990675579
OK-SRN-NEOS-ENJ-XDN,2661.692271054585,8556.658707927927,6586.986354045659,5770.602793188807,6050.59115787409
TX-OMG-VTC-HYDRO-IGNIS,2508.6758183287493,6281.131781571067,4591.591663892415,3776.861248209774,3168.8980162912953
ZEC-SWIFT-BTC-HMQ-DGB,2551.3767557584256,5723.047910131416,4233.8986070848105,3871.562895298051,3516.733927586136
NXS-GAM-RADS-STORJ-CLOAK,2511.487117462209,7933.450314104854,4866.410108176973,4018.042215859249,2926.895527443797
LBC-ZRX-TRX-GRS-PPC,2977.2923876124187,4665.589733643386,4136.6731868994575,3829.3188588916064,3273.0607050045937
POT-GLD-SYS-QTUM-XMR,3296.047968661087,9193.400158226194,7408.124262607779,9453.286576069024,4669.833256884098
SBD-PTOY-EXP-PAX-GNT,2917.2189793394805,7748.757709864109,6153.401742421728,6282.974685576722,3313.17880955301
BCHSV-SBD-XEM-SPHR-NEO,3384.823055720107,21446383960.710487,88746.96310540402,15510.023941249749,4923.0116884817
MONA-GO-SC-VIB-QWARK,2753.390639480042,8689.570554658127,6720.958140151233,6462.062542590354,4459.964642150526
ADA-TIX-HYDRO-COVAL-RVN,2649.237287381112,5664.24445813609,5185.772227499925,4678.53765759568,3156.472804580746
EDG-MUSIC-TUSD-UBQ-RADS,3053.188044094845,8753.627115952753,7142.880450866899,6013.255100729408,3890.5610381919
OMG-XEM-UKG-CBC-XZC,2879.024548928924,6546.965956072505,6234.87360348527,5260.963477749629,3956.8451293862067
FLDC-SLR-SEQ-MUE-XVG,2718.438734449192,9123.495436529023,5820.174745458921,4165.355948230103,3069.4937705990537
ETC-DGB-XDN-MANA-NXT,2643.703134838061,4129.884847943966,3827.5615447294617,3811.2348234643873,3526.146057022411
CRW-QWARK-MLN-SRN-ION,2587.0588329301763,9436.48273486707,7062.34997783934,7625.587211992114,6407.398207453343
GAM-AMP-QTUM-EDR-XRP,2784.874900709559,6860.022111955052,5733.940431731015,4828.769324635992,3541.544260438245
DCR-FCT-STORM-GUP-MUE,3567.251443143337,16333.620806197461,14932.936867908735,29895.484529196183,7723.761616464478
BCHABC-SC-NBT-THC-SLR,2280.0277989464644,7737.3732633541385,6294.760325349848,5994.0566038483985,2731.969135920838
